13;45
19;139
36;12
44;151
62;72
68;142
84;138
96;137
104;78
104;78
108;204
127;260
129;24
135;168
152;82
171;138
179;85
194;127
196;134
202;203
210;129
218;67
227;137
239;135
245;130
259;168
264;137
285;12
286;136
304;135
315;135
323;145
332;14
341;134
345;135
351;68
359;81
368;13
374;136
388;112
397;204
420;195
442;129
450;256
450;78
462;81
462;81
471;126
481;200
486;131
501;139
501;139
511;71
513;133
531;140
535;94
544;145
548;147
555;72
561;14
574;133
578;197
594;199
606;77
608;167
639;134
649;71
667;76
668;13
689;138
697;193
749;78
756;136
758;15
768;78
780;133
801;651
810;247
830;78
841;76
846;144
854;309
858;156
874;83
889;156
889;131
910;78
921;111
935;137
959;203
973;142
981;172
984;22
1004;75
1007;151
1015;458
1046;143
1068;131
1078;71
1102;551
1134;22
1147;134
1165;257
1168;76
1185;316
1190;135
1192;452
1197;190
1200;506
1228;157
1235;139
1280;199
1328;160
1351;135
1355;200
1372;135
1385;265
1386;100
1393;679
1401;324
1401;90
1417;128
1423;135
1461;200
1470;193
1481;261
1484;132
1489;497
1505;334
1506;22
1511;432
1520;281
1522;77
1528;196
1551;188
1556;156
1641;166
1658;134
1685;251
1692;201
1707;131
1726;134
1731;129
1761;190
1776;81
1822;133
1890;70
1899;167
1936;192
1967;145
2002;190
2026;137
2036;100
2070;135
2071;134
2137;202
2205;138
2209;446
2228;148
2251;81
2295;136
2312;133
2346;112
2381;134
2407;254
2450;145
2484;145
2499;202
2519;134
2519;130
2542;189
2609;206
2631;203
2653;136
2657;134
2691;145
2699;141
2708;253
2717;255
2718;143
2759;144
2760;133
2783;154
2794;691
2798;154
2812;492
2848;40
2865;144
2868;199
2879;128
2883;200
2893;144
2909;262
2914;446
2933;323
2934;858
2937;138
2948;258
2957;330
2964;131
2981;316
2988;259
3004;255
3007;136
3012;257
3019;252
3030;77
3051;246
3071;269
3073;67
3096;270
3099;204
3112;317
3121;141
3129;318
3177;133
3248;802
3264;83
3288;83
3294;223
3313;85
3319;162
3338;114
3367;197
3410;234
3434;168
3457;145
3458;158
3492;134
3527;134
3534;383
3542;203
3554;259
3574;322
3596;321
3597;245
3600;523
3604;317
3625;224
3632;134
3648;339
3649;55
3650;268
3661;174
3668;105
3700;153
3715;153
3719;201
3726;1
3732;256
3739;268
3744;143
3754;254
3760;143
3784;267
3784;789
3800;265
3807;257
3815;271
3816;76
3822;101
3831;315
3840;156
3846;247
3870;152
3877;119
3882;52
3894;174
3900;177
3909;212
3923;270
3924;171
3924;108
3924;184
3924;205
3934;287
3937;147
3938;106
3953;104
3957;198
3970;372
3972;262
3973;109
3973;198
3977;489
3977;201
3979;134
3986;414
3987;34
3994;31
3994;112
3996;264
4004;496
4008;57
4009;260
4010;322
4012;364
4021;164
4024;213
4026;212
4030;233
4046;153
4051;158
4055;78
4060;190
4062;112
4064;185
4065;131
4067;387
4079;56
4079;324
4084;134
4085;142
4101;101
4101;101
4102;139
4108;162
4111;202
4118;55
4119;223
4125;100
4136;149
4146;889
4149;95
4154;167
4166;207
4170;57
4183;171
4185;123
4186;164
4189;82
4190;201
4193;83
4198;113
4206;78
4209;117
4212;75
4220;87
4221;351
4222;77
4232;74
4239;326
4244;102
4244;73
4247;82
4256;72
4265;140
4268;118
4268;121
4284;119
4284;87
4289;77
4304;190
4361;106
4374;256
4408;144
4444;133
4462;139
4482;134
4487;164
4510;197
4516;79
4533;129
4551;101
4557;200
4564;261
4605;205
4621;78
4628;134
4656;78
4676;150
4725;201
4745;253
4753;375
4767;246
4846;191
4870;204
4893;81
4919;443
4932;167
4942;160
4968;167
4969;56
5038;100
5072;78
5112;138
5136;80
5142;267
5160;193
5176;500
5213;145
5224;149
5234;208
5247;78
5257;150
5282;122
5317;144
5330;481
5351;488
5354;113
5377;108
5420;187
5425;4
5449;142
5455;77
5464;194
5464;258
5464;135
5464;193
5472;141
5483;205
5543;133
5592;863
5639;199
5685;138
5733;139
5756;94
5805;139
5854;137
5993;140
6063;134
6134;146
6182;194
6207;269
6230;151
6254;199
6301;197
6326;197
6395;201
6418;71
6511;141
6558;181
6652;174
6700;199
6720;12
6741;64
6741;32
6741;84
6745;80
6777;614
6794;736
6803;129
6803;146
6806;92
6809;133
6809;77
6810;437
6810;196
6811;274
6811;200
6814;198
6816;137
6819;196
6824;211
6824;132
6828;79
6828;141
6828;25
6829;142
6835;146
6836;423
6838;544
6840;314
6841;266
6848;239
6849;285
6851;221
6854;219
6854;252
6859;203
6859;433
6860;290
6860;134
6861;251
6862;15
6925;149
6926;217
6934;208
6936;232
6941;247
6941;197
6944;201
6947;199
6948;130
6953;116
6959;261
6962;126
6967;247
6974;300
6980;214
6980;132
6984;194
7012;141
7044;133
7045;133
7045;214
7045;81
7045;129
7045;422
7049;74
7050;193
7053;140
7055;201
7055;78
7057;133
7061;138
7062;189
7068;222
7068;103
7069;195
7071;189
7082;198
7083;136
7105;72
7130;71
7153;161
7177;223
7181;135
