10:36:12.769,79fe9410-8794-4db5-b713-f3fdf94953d7
10:36:15.062,2367f3a8-f98e-46de-b551-42d69c642b50
10:36:15.711,76745de7-9894-4837-a045-c807a4e53c1d
10:36:20.575,053766b5-4ee2-456e-9331-440628b164f0
10:36:21.411,432e86bc-1662-4aa1-a3d4-61ae0f97baa6
10:36:22.195,643c1624-01d9-4004-a667-9552e8935f74
10:36:22.812,bd99f85e-bd8e-488f-ae62-51d886066206
10:36:22.900,4ab2f355-2835-40ce-8ecd-d14057841494
10:36:24.378,1b538c51-a9ea-4e32-b9da-1e295b9511f7
10:36:24.645,d6df389b-f7a8-4e8e-a5b6-8a254dfdf8b6
10:36:26.595,eb9b1a95-afbd-4159-99a8-ceecf8dd06d8
10:36:27.285,8c83c024-ca07-432b-9c38-488894453513
10:36:27.707,4c5994e3-8c14-48cd-80f1-9e4d64857e7c
10:36:27.724,3caafe65-e979-4502-b933-f89d88a6fd3a
10:36:29.216,18311b8e-fd88-4d73-be8f-6627f03d17c2
10:36:30.824,73d0654a-851f-480e-80ce-74653da41e1e
10:36:31.554,97e32a1f-da48-4b01-98c9-4414407704ba
10:36:32.958,8f10e132-0552-454a-b440-40a2db9c12fc
10:36:35.558,1c1fe5a2-5a19-4cd7-88a4-d736f012c0e8
10:36:36.156,cb4348d4-c6c0-4afc-9660-20c0c723c5c5
10:36:36.932,a9adb57a-0785-4002-838f-7bdb8d0e2081
10:36:37.705,5206c48a-1b3a-4109-ab31-f58b6c55970d
10:36:38.441,bc25bb3d-2e4a-4abf-9bb0-5b60ee876fff
10:36:39.521,ca7c5ee9-d483-4e19-baab-528cd1e04aba
10:36:39.977,494c375e-076c-4f61-8cae-b0c4827c68b8
10:36:40.281,69ba0f1a-bbda-4f2a-a2d5-aacb2a15b80a
10:36:40.892,a1aea43e-0472-4a4e-af17-d60c63c076a7
10:36:40.938,92cd7f42-7681-45f5-8ac0-61464db795f0
10:36:42.600,45b07700-6077-496e-8374-792bbfe687a0
10:36:45.131,1f3aa346-dfc2-478c-8d12-5432501aea14
10:36:45.633,1a19c078-793b-447d-9b45-5e2b399cdb9f
10:36:46.231,0b9d8730-779a-45cc-9b20-97f216f9b981
10:36:47.978,e8dded65-3b42-48f0-85de-82960ed2a9b0
10:36:48.169,a7815ade-dc83-4ccc-9fdf-6be0c34689b8
10:36:49.058,7ba12f23-a72e-4f65-8304-4e5171213c12
10:36:50.583,90c88da2-07b3-459a-8224-dd0353c7d65d
10:36:51.411,79fa3bce-2466-431b-b8dc-37e4316fed89
10:36:52.019,984dde63-6f5a-499d-b49e-c549434bd3f3
10:36:53.947,5f90992a-1099-4b5d-8232-f022f8ab1fe5
10:36:54.289,cf3204bb-38dd-4456-9e54-4d4df1780912
10:36:57.594,a7a48f48-e5da-4f34-8957-7b7206fb6214
10:36:58.439,9f8b5c40-8ac8-4bd9-bda4-817ea46587dc
10:36:59.248,f173e7a8-e75a-4b00-b23f-3670fa99bede
10:36:59.336,bf8c0753-c8bd-4ba8-aa1f-4844fa94f4d5
10:37:02.972,815d70f4-c8a0-4837-b2d6-e90097eb5e6f
10:37:03.017,4891b97c-0ee6-44fb-b707-d7d373fe3206
10:37:04.118,e6c757bf-cd8c-4abe-b41c-9bdec6107c96
10:37:04.306,39becca7-51e7-4b13-952a-0cb2c90806d3
10:37:04.374,3f7b1906-6eca-44a2-9eea-29dd8acf218c
10:37:05.634,8514c951-a27f-4142-a81d-d6220b563f10
10:37:06.190,3dfaa982-fd67-49cb-9390-e6cec4f13491
10:37:06.367,00b34b97-ab2f-4a1d-b570-18e45e2f695d
10:37:06.852,56bd2131-5400-4950-b30a-ab0658520936
10:37:07.390,e9d7ca64-1213-497b-8030-cd2c2402fe6d
10:37:07.430,b2835a1c-63a8-4e30-a35b-2ead4259a2a7
10:37:07.907,ca251b4d-ce20-4bb3-b1c0-dcd8324bbc64
10:37:10.783,39aba50e-5095-425a-a3a5-c321bc07d594
10:37:11.942,255993e8-0c24-4a79-b9f7-4de4c1c648a9
10:37:12.486,993b9dcb-2dfa-41f3-9feb-4dee1e24ea77
10:37:16.606,3a9926ba-a18c-4cd5-bdfe-a14885d8b2cd
10:37:18.345,47474804-6d8a-403a-8180-6a4cb639ca92
10:37:19.322,a7fb30c7-0ed2-43d6-a6d1-0d4d0e72130e
10:37:19.646,ee640f43-5234-47d6-a68c-5d600ce933a3
10:37:20.647,3e9264fc-895c-48f1-9300-9ce1f888457b
