9;69
18;122
19;139
28;71
36;12
43;134
62;72
86;67
96;137
106;564
112;198
127;260
130;203
136;147
144;12
160;80
169;84
171;138
179;85
194;127
210;129
217;135
227;137
235;83
253;221
259;168
269;72
277;146
286;136
295;139
304;135
315;135
323;214
324;178
345;135
351;68
352;134
355;469
386;101
388;112
392;194
405;83
414;137
418;67
422;218
462;81
462;81
464;215
471;126
481;200
486;131
491;145
501;139
509;61
511;71
513;133
524;137
548;147
555;72
574;133
578;197
599;126
606;77
608;167
617;371
637;66
644;195
649;71
684;134
689;138
702;112
711;71
733;133
734;81
756;136
780;133
801;651
810;247
824;146
827;379
830;78
846;144
854;309
858;156
889;156
889;131
889;131
891;77
913;166
919;200
921;111
942;70
981;172
996;72
1004;75
1015;458
1046;143
1068;131
1102;551
1103;804
1124;66
1165;257
1190;135
1235;139
1250;506
1259;78
1280;199
1328;160
1355;200
1362;380
1386;100
1401;324
1401;90
1423;135
1459;322
1461;200
1481;261
1484;132
1489;497
1497;321
1505;334
1506;22
1507;200
1520;281
1522;77
1528;196
1528;259
1551;188
1556;156
1575;141
1624;630
1624;133
1658;134
1726;134
1776;81
