13;45
18;72
44;151
52;70
63;135
68;142
74;191
77;88
84;138
104;78
104;78
108;204
121;187
129;24
135;168
149;70
152;82
194;15
196;134
202;203
218;67
228;168
239;135
245;130
261;140
264;137
285;12
308;139
323;145
330;71
332;14
341;134
359;81
368;13
374;136
397;136
397;204
420;195
440;84
442;129
450;256
450;78
482;80
501;139
511;71
531;140
535;94
544;145
561;14
577;100
585;79
594;199
621;126
639;134
659;133
667;76
668;13
697;193
708;135
722;136
738;78
749;78
758;15
765;189
768;78
778;144
796;134
797;196
819;80
841;76
868;139
874;83
901;77
910;78
935;137
942;70
957;132
959;203
973;142
984;22
1007;151
1024;141
1034;70
1057;73
1078;71
1134;22
1147;134
1168;76
1185;316
1192;452
1197;190
1200;506
1212;190
1228;157
1257;76
1290;78
1302;137
1351;135
1369;280
1372;135
1377;322
1385;265
1393;679
1417;128
1418;11
1439;144
1451;324
1466;369
1470;193
1473;495
1511;432
1590;134
1597;128
1619;197
1641;166
1663;211
1685;251
1692;201
1707;131
1731;129
1753;137
1761;190
1795;290
