18:27:55.766 INFO  dcs.group8.client.RunClient 119 main - Creating a new client
18:27:55.768 INFO  dcs.group8.client.RunClient 68 <init> - Initializing client's data structures
18:27:55.777 INFO  dcs.group8.client.RunClient 132 main - Creating jobs to submit to the Distributed System
18:27:55.946 INFO  dcs.group8.client.RunClient 205 setUpRegistry - Client registry is properly set up
18:28:15.975 INFO  dcs.group8.client.RunClient 163 main - [+] Submitting Job_no: 1 from client_1 to gs@node305
18:28:15.994 INFO  dcs.group8.client.RunClient 167 main - [+]Response from gs@node305:JobMessage was received forwarding it to a resource manager
18:28:16.001 INFO  dcs.group8.client.RunClient 163 main - [+] Submitting Job_no: 2 from client_1 to gs@node306
18:28:16.017 INFO  dcs.group8.client.RunClient 167 main - [+]Response from gs@node306:JobMessage was received forwarding it to a resource manager
18:28:16.019 INFO  dcs.group8.client.RunClient 163 main - [+] Submitting Job_no: 3 from client_1 to gs@node305
18:28:16.030 INFO  dcs.group8.client.RunClient 167 main - [+]Response from gs@node305:JobMessage was received forwarding it to a resource manager
18:28:16.032 INFO  dcs.group8.client.RunClient 163 main - [+] Submitting Job_no: 4 from client_1 to gs@node306
18:28:16.044 INFO  dcs.group8.client.RunClient 167 main - [+]Response from gs@node306:JobMessage was received forwarding it to a resource manager
18:28:16.046 INFO  dcs.group8.client.RunClient 163 main - [+] Submitting Job_no: 5 from client_1 to gs@node305
18:28:16.053 INFO  dcs.group8.client.RunClient 167 main - [+]Response from gs@node305:JobMessage was received forwarding it to a resource manager
18:28:16.055 INFO  dcs.group8.client.RunClient 163 main - [+] Submitting Job_no: 6 from client_1 to gs@node306
18:28:16.062 INFO  dcs.group8.client.RunClient 167 main - [+]Response from gs@node306:JobMessage was received forwarding it to a resource manager
18:28:16.064 INFO  dcs.group8.client.RunClient 163 main - [+] Submitting Job_no: 7 from client_1 to gs@node305
18:28:16.071 INFO  dcs.group8.client.RunClient 167 main - [+]Response from gs@node305:JobMessage was received forwarding it to a resource manager
18:28:16.072 INFO  dcs.group8.client.RunClient 163 main - [+] Submitting Job_no: 8 from client_1 to gs@node306
18:28:16.079 INFO  dcs.group8.client.RunClient 167 main - [+]Response from gs@node306:JobMessage was received forwarding it to a resource manager
18:28:16.081 INFO  dcs.group8.client.RunClient 163 main - [+] Submitting Job_no: 9 from client_1 to gs@node305
18:28:16.087 INFO  dcs.group8.client.RunClient 167 main - [+]Response from gs@node305:JobMessage was received forwarding it to a resource manager
18:28:16.089 INFO  dcs.group8.client.RunClient 163 main - [+] Submitting Job_no: 10 from client_1 to gs@node306
18:28:16.096 INFO  dcs.group8.client.RunClient 167 main - [+]Response from gs@node306:JobMessage was received forwarding it to a resource manager
18:28:16.098 INFO  dcs.group8.client.RunClient 163 main - [+] Submitting Job_no: 11 from client_1 to gs@node305
18:28:16.104 INFO  dcs.group8.client.RunClient 167 main - [+]Response from gs@node305:JobMessage was received forwarding it to a resource manager
18:28:16.106 INFO  dcs.group8.client.RunClient 163 main - [+] Submitting Job_no: 12 from client_1 to gs@node306
18:28:16.112 INFO  dcs.group8.client.RunClient 167 main - [+]Response from gs@node306:JobMessage was received forwarding it to a resource manager
18:28:16.114 INFO  dcs.group8.client.RunClient 163 main - [+] Submitting Job_no: 13 from client_1 to gs@node305
18:28:16.121 INFO  dcs.group8.client.RunClient 167 main - [+]Response from gs@node305:JobMessage was received forwarding it to a resource manager
18:28:16.122 INFO  dcs.group8.client.RunClient 163 main - [+] Submitting Job_no: 14 from client_1 to gs@node306
18:28:16.129 INFO  dcs.group8.client.RunClient 167 main - [+]Response from gs@node306:JobMessage was received forwarding it to a resource manager
18:28:16.131 INFO  dcs.group8.client.RunClient 163 main - [+] Submitting Job_no: 15 from client_1 to gs@node305
18:28:16.138 INFO  dcs.group8.client.RunClient 167 main - [+]Response from gs@node305:JobMessage was received forwarding it to a resource manager
18:28:16.140 INFO  dcs.group8.client.RunClient 163 main - [+] Submitting Job_no: 16 from client_1 to gs@node306
