19:50:17.118 INFO  dcs.group8.client.RunClient 155 main - Creating a new client
19:50:17.119 INFO  dcs.group8.client.RunClient 71 <init> - Initializing client's data structures
19:50:17.128 INFO  dcs.group8.client.RunClient 166 main - Creating jobs to submit to the Distributed System
19:50:17.214 INFO  dcs.group8.client.RunClient 258 setUpRegistry - Client registry is properly set up
19:50:26.250 INFO  dcs.group8.client.RunClient 124 gwa - [+] Submitting Job_no: 1 from client_1 to gs@node322
19:50:26.270 INFO  dcs.group8.client.RunClient 128 gwa - [+]Response from gs@node322:JobMessage was received forwarding it to a resource manager
19:50:30.278 INFO  dcs.group8.client.RunClient 124 gwa - [+] Submitting Job_no: 2 from client_1 to gs@node323
19:50:30.295 INFO  dcs.group8.client.RunClient 128 gwa - [+]Response from gs@node323:JobMessage was received forwarding it to a resource manager
19:50:53.302 INFO  dcs.group8.client.RunClient 124 gwa - [+] Submitting Job_no: 3 from client_1 to gs@node324
19:50:53.315 INFO  dcs.group8.client.RunClient 128 gwa - [+]Response from gs@node324:JobMessage was received forwarding it to a resource manager
19:51:01.323 INFO  dcs.group8.client.RunClient 124 gwa - [+] Submitting Job_no: 4 from client_1 to gs@node325
19:51:01.336 INFO  dcs.group8.client.RunClient 128 gwa - [+]Response from gs@node325:JobMessage was received forwarding it to a resource manager
19:51:05.335 INFO  dcs.group8.client.RunClient 60 gsToClientMessage - My job with id: 3 was succesfully completed by cluster@: 5add2c20-45eb-4732-91ca-5aaa186c1859
19:51:15.314 INFO  dcs.group8.client.RunClient 60 gsToClientMessage - My job with id: 2 was succesfully completed by cluster@: 021bc08a-2743-4d20-9c0a-b2d7a27cfbae
19:51:19.343 INFO  dcs.group8.client.RunClient 124 gwa - [+] Submitting Job_no: 5 from client_1 to gs@node326
19:51:19.354 INFO  dcs.group8.client.RunClient 128 gwa - [+]Response from gs@node326:JobMessage was received forwarding it to a resource manager
19:51:20.357 INFO  dcs.group8.client.RunClient 124 gwa - [+] Submitting Job_no: 6 from client_1 to gs@node322
19:51:20.365 INFO  dcs.group8.client.RunClient 128 gwa - [+]Response from gs@node322:JobMessage was received forwarding it to a resource manager
19:51:31.368 INFO  dcs.group8.client.RunClient 124 gwa - [+] Submitting Job_no: 7 from client_1 to gs@node323
19:51:31.376 INFO  dcs.group8.client.RunClient 128 gwa - [+]Response from gs@node323:JobMessage was received forwarding it to a resource manager
19:51:34.379 INFO  dcs.group8.client.RunClient 124 gwa - [+] Submitting Job_no: 8 from client_1 to gs@node324
19:51:34.387 INFO  dcs.group8.client.RunClient 128 gwa - [+]Response from gs@node324:JobMessage was received forwarding it to a resource manager
19:51:35.289 INFO  dcs.group8.client.RunClient 60 gsToClientMessage - My job with id: 1 was succesfully completed by cluster@: b127c2c2-c983-4270-9111-e62017fc0e63
19:51:43.390 INFO  dcs.group8.client.RunClient 124 gwa - [+] Submitting Job_no: 9 from client_1 to gs@node325
19:51:43.398 INFO  dcs.group8.client.RunClient 128 gwa - [+]Response from gs@node325:JobMessage was received forwarding it to a resource manager
19:52:01.401 INFO  dcs.group8.client.RunClient 124 gwa - [+] Submitting Job_no: 10 from client_1 to gs@node326
19:52:01.409 INFO  dcs.group8.client.RunClient 128 gwa - [+]Response from gs@node326:JobMessage was received forwarding it to a resource manager
19:52:01.412 INFO  dcs.group8.client.RunClient 124 gwa - [+] Submitting Job_no: 11 from client_1 to gs@node322
19:52:01.420 INFO  dcs.group8.client.RunClient 128 gwa - [+]Response from gs@node322:JobMessage was received forwarding it to a resource manager
19:52:03.423 INFO  dcs.group8.client.RunClient 124 gwa - [+] Submitting Job_no: 12 from client_1 to gs@node323
19:52:03.432 INFO  dcs.group8.client.RunClient 128 gwa - [+]Response from gs@node323:JobMessage was received forwarding it to a resource manager
19:52:31.371 INFO  dcs.group8.client.RunClient 60 gsToClientMessage - My job with id: 5 was succesfully completed by cluster@: 7acbc17b-a040-4519-b8ef-836536c0ca43
19:52:32.435 INFO  dcs.group8.client.RunClient 124 gwa - [+] Submitting Job_no: 13 from client_1 to gs@node324
19:52:32.443 INFO  dcs.group8.client.RunClient 128 gwa - [+]Response from gs@node324:JobMessage was received forwarding it to a resource manager
19:52:33.446 INFO  dcs.group8.client.RunClient 124 gwa - [+] Submitting Job_no: 14 from client_1 to gs@node325
19:52:33.454 INFO  dcs.group8.client.RunClient 128 gwa - [+]Response from gs@node325:JobMessage was received forwarding it to a resource manager
19:52:41.458 INFO  dcs.group8.client.RunClient 124 gwa - [+] Submitting Job_no: 15 from client_1 to gs@node326
19:52:41.465 INFO  dcs.group8.client.RunClient 128 gwa - [+]Response from gs@node326:JobMessage was received forwarding it to a resource manager
19:52:49.470 INFO  dcs.group8.client.RunClient 124 gwa - [+] Submitting Job_no: 16 from client_1 to gs@node322
19:52:49.477 INFO  dcs.group8.client.RunClient 128 gwa - [+]Response from gs@node322:JobMessage was received forwarding it to a resource manager
19:52:50.413 INFO  dcs.group8.client.RunClient 60 gsToClientMessage - My job with id: 9 was succesfully completed by cluster@: 63896e85-9d0e-44d4-a5e4-d6df5d447adb
19:52:53.473 INFO  dcs.group8.client.RunClient 60 gsToClientMessage - My job with id: 15 was succesfully completed by cluster@: 7acbc17b-a040-4519-b8ef-836536c0ca43
19:53:02.398 INFO  dcs.group8.client.RunClient 60 gsToClientMessage - My job with id: 8 was succesfully completed by cluster@: 5add2c20-45eb-4732-91ca-5aaa186c1859
19:53:16.481 INFO  dcs.group8.client.RunClient 124 gwa - [+] Submitting Job_no: 17 from client_1 to gs@node323
19:53:16.488 INFO  dcs.group8.client.RunClient 128 gwa - [+]Response from gs@node323:JobMessage was received forwarding it to a resource manager
19:53:19.417 INFO  dcs.group8.client.RunClient 60 gsToClientMessage - My job with id: 10 was succesfully completed by cluster@: 354cc36c-205e-40f8-9ee3-648cea204fdf
19:53:19.430 INFO  dcs.group8.client.RunClient 60 gsToClientMessage - My job with id: 11 was succesfully completed by cluster@: b127c2c2-c983-4270-9111-e62017fc0e63
