11:30:39.807 INFO  dcs.group8.client.RunClient 155 main - Creating a new client
11:30:39.808 INFO  dcs.group8.client.RunClient 71 <init> - Initializing client's data structures
11:30:39.817 INFO  dcs.group8.client.RunClient 166 main - Creating jobs to submit to the Distributed System
11:30:39.985 INFO  dcs.group8.client.RunClient 258 setUpRegistry - Client registry is properly set up
11:30:58.023 INFO  dcs.group8.client.RunClient 124 gwa - [+] Submitting Job_no: 1 from client_1 to gs@node322
11:30:58.032 INFO  dcs.group8.client.RunClient 128 gwa - [+]Response from gs@node322:JobMessage was received forwarding it to a resource manager
11:30:58.040 INFO  dcs.group8.client.RunClient 124 gwa - [+] Submitting Job_no: 2 from client_1 to gs@node330
11:30:58.046 INFO  dcs.group8.client.RunClient 128 gwa - [+]Response from gs@node330:JobMessage was received forwarding it to a resource manager
11:30:58.115 INFO  dcs.group8.client.RunClient 60 gsToClientMessage - My job with id: 1 was succesfully completed by cluster@: e4249e0b-1606-484d-8e6d-0e635abedb17
11:30:58.180 INFO  dcs.group8.client.RunClient 60 gsToClientMessage - My job with id: 2 was succesfully completed by cluster@: 84fb694d-4dfd-498e-93d7-de78dcb6e60c
11:30:59.048 INFO  dcs.group8.client.RunClient 124 gwa - [+] Submitting Job_no: 3 from client_1 to gs@node322
11:30:59.055 INFO  dcs.group8.client.RunClient 128 gwa - [+]Response from gs@node322:JobMessage was received forwarding it to a resource manager
11:30:59.200 INFO  dcs.group8.client.RunClient 60 gsToClientMessage - My job with id: 3 was succesfully completed by cluster@: e4249e0b-1606-484d-8e6d-0e635abedb17
11:31:08.057 INFO  dcs.group8.client.RunClient 124 gwa - [+] Submitting Job_no: 4 from client_1 to gs@node330
11:31:08.063 INFO  dcs.group8.client.RunClient 128 gwa - [+]Response from gs@node330:JobMessage was received forwarding it to a resource manager
11:31:08.140 INFO  dcs.group8.client.RunClient 60 gsToClientMessage - My job with id: 4 was succesfully completed by cluster@: 84fb694d-4dfd-498e-93d7-de78dcb6e60c
11:31:23.065 INFO  dcs.group8.client.RunClient 124 gwa - [+] Submitting Job_no: 5 from client_1 to gs@node322
11:31:23.072 INFO  dcs.group8.client.RunClient 128 gwa - [+]Response from gs@node322:JobMessage was received forwarding it to a resource manager
11:31:23.213 INFO  dcs.group8.client.RunClient 60 gsToClientMessage - My job with id: 5 was succesfully completed by cluster@: e4249e0b-1606-484d-8e6d-0e635abedb17
11:31:32.075 INFO  dcs.group8.client.RunClient 124 gwa - [+] Submitting Job_no: 6 from client_1 to gs@node330
11:31:32.082 INFO  dcs.group8.client.RunClient 128 gwa - [+]Response from gs@node330:JobMessage was received forwarding it to a resource manager
11:31:32.161 INFO  dcs.group8.client.RunClient 60 gsToClientMessage - My job with id: 6 was succesfully completed by cluster@: 84fb694d-4dfd-498e-93d7-de78dcb6e60c
11:31:48.086 INFO  dcs.group8.client.RunClient 124 gwa - [+] Submitting Job_no: 7 from client_1 to gs@node322
11:31:48.093 INFO  dcs.group8.client.RunClient 128 gwa - [+]Response from gs@node322:JobMessage was received forwarding it to a resource manager
11:31:48.243 INFO  dcs.group8.client.RunClient 60 gsToClientMessage - My job with id: 7 was succesfully completed by cluster@: e4249e0b-1606-484d-8e6d-0e635abedb17
11:32:04.098 INFO  dcs.group8.client.RunClient 124 gwa - [+] Submitting Job_no: 8 from client_1 to gs@node330
11:32:04.105 INFO  dcs.group8.client.RunClient 128 gwa - [+]Response from gs@node330:JobMessage was received forwarding it to a resource manager
11:32:04.250 INFO  dcs.group8.client.RunClient 60 gsToClientMessage - My job with id: 8 was succesfully completed by cluster@: 84fb694d-4dfd-498e-93d7-de78dcb6e60c
11:32:16.107 INFO  dcs.group8.client.RunClient 124 gwa - [+] Submitting Job_no: 9 from client_1 to gs@node322
11:32:16.115 INFO  dcs.group8.client.RunClient 128 gwa - [+]Response from gs@node322:JobMessage was received forwarding it to a resource manager
11:32:16.260 INFO  dcs.group8.client.RunClient 60 gsToClientMessage - My job with id: 9 was succesfully completed by cluster@: e4249e0b-1606-484d-8e6d-0e635abedb17
11:32:28.118 INFO  dcs.group8.client.RunClient 124 gwa - [+] Submitting Job_no: 10 from client_1 to gs@node330
11:32:28.125 INFO  dcs.group8.client.RunClient 128 gwa - [+]Response from gs@node330:JobMessage was received forwarding it to a resource manager
11:32:28.337 INFO  dcs.group8.client.RunClient 60 gsToClientMessage - My job with id: 10 was succesfully completed by cluster@: 84fb694d-4dfd-498e-93d7-de78dcb6e60c
11:32:32.128 INFO  dcs.group8.client.RunClient 124 gwa - [+] Submitting Job_no: 11 from client_1 to gs@node322
11:32:32.136 INFO  dcs.group8.client.RunClient 128 gwa - [+]Response from gs@node322:JobMessage was received forwarding it to a resource manager
11:32:32.342 INFO  dcs.group8.client.RunClient 60 gsToClientMessage - My job with id: 11 was succesfully completed by cluster@: e4249e0b-1606-484d-8e6d-0e635abedb17
11:32:41.138 INFO  dcs.group8.client.RunClient 124 gwa - [+] Submitting Job_no: 12 from client_1 to gs@node330
11:32:41.144 INFO  dcs.group8.client.RunClient 128 gwa - [+]Response from gs@node330:JobMessage was received forwarding it to a resource manager
11:32:41.338 INFO  dcs.group8.client.RunClient 60 gsToClientMessage - My job with id: 12 was succesfully completed by cluster@: 84fb694d-4dfd-498e-93d7-de78dcb6e60c
