11:30:39.679 INFO  dcs.group8.client.RunClient 155 main - Creating a new client
11:30:39.680 INFO  dcs.group8.client.RunClient 71 <init> - Initializing client's data structures
11:30:39.689 INFO  dcs.group8.client.RunClient 166 main - Creating jobs to submit to the Distributed System
11:30:39.773 INFO  dcs.group8.client.RunClient 258 setUpRegistry - Client registry is properly set up
11:30:48.809 INFO  dcs.group8.client.RunClient 124 gwa - [+] Submitting Job_no: 1 from client_1 to gs@node322
11:30:48.852 INFO  dcs.group8.client.RunClient 128 gwa - [+]Response from gs@node322:JobMessage was received forwarding it to a resource manager
11:30:48.939 INFO  dcs.group8.client.RunClient 60 gsToClientMessage - My job with id: 1 was succesfully completed by cluster@: e4249e0b-1606-484d-8e6d-0e635abedb17
11:30:52.899 INFO  dcs.group8.client.RunClient 124 gwa - [+] Submitting Job_no: 2 from client_1 to gs@node330
11:30:52.915 INFO  dcs.group8.client.RunClient 128 gwa - [+]Response from gs@node330:JobMessage was received forwarding it to a resource manager
11:30:57.029 INFO  dcs.group8.client.RunClient 60 gsToClientMessage - My job with id: 2 was succesfully completed by cluster@: 84fb694d-4dfd-498e-93d7-de78dcb6e60c
11:31:15.917 INFO  dcs.group8.client.RunClient 124 gwa - [+] Submitting Job_no: 3 from client_1 to gs@node322
11:31:15.924 INFO  dcs.group8.client.RunClient 128 gwa - [+]Response from gs@node322:JobMessage was received forwarding it to a resource manager
11:31:15.943 INFO  dcs.group8.client.RunClient 60 gsToClientMessage - My job with id: 3 was succesfully completed by cluster@: e4249e0b-1606-484d-8e6d-0e635abedb17
11:31:23.928 INFO  dcs.group8.client.RunClient 124 gwa - [+] Submitting Job_no: 4 from client_1 to gs@node330
11:31:23.936 INFO  dcs.group8.client.RunClient 128 gwa - [+]Response from gs@node330:JobMessage was received forwarding it to a resource manager
11:31:24.094 INFO  dcs.group8.client.RunClient 60 gsToClientMessage - My job with id: 4 was succesfully completed by cluster@: 84fb694d-4dfd-498e-93d7-de78dcb6e60c
11:31:41.940 INFO  dcs.group8.client.RunClient 124 gwa - [+] Submitting Job_no: 5 from client_1 to gs@node322
11:31:41.947 INFO  dcs.group8.client.RunClient 128 gwa - [+]Response from gs@node322:JobMessage was received forwarding it to a resource manager
11:31:42.029 INFO  dcs.group8.client.RunClient 60 gsToClientMessage - My job with id: 5 was succesfully completed by cluster@: e4249e0b-1606-484d-8e6d-0e635abedb17
11:31:42.950 INFO  dcs.group8.client.RunClient 124 gwa - [+] Submitting Job_no: 6 from client_1 to gs@node330
11:31:42.957 INFO  dcs.group8.client.RunClient 128 gwa - [+]Response from gs@node330:JobMessage was received forwarding it to a resource manager
11:31:43.101 INFO  dcs.group8.client.RunClient 60 gsToClientMessage - My job with id: 6 was succesfully completed by cluster@: 84fb694d-4dfd-498e-93d7-de78dcb6e60c
11:31:53.960 INFO  dcs.group8.client.RunClient 124 gwa - [+] Submitting Job_no: 7 from client_1 to gs@node322
11:31:53.967 INFO  dcs.group8.client.RunClient 128 gwa - [+]Response from gs@node322:JobMessage was received forwarding it to a resource manager
11:31:54.164 INFO  dcs.group8.client.RunClient 60 gsToClientMessage - My job with id: 7 was succesfully completed by cluster@: e4249e0b-1606-484d-8e6d-0e635abedb17
11:31:56.969 INFO  dcs.group8.client.RunClient 124 gwa - [+] Submitting Job_no: 8 from client_1 to gs@node330
11:31:56.975 INFO  dcs.group8.client.RunClient 128 gwa - [+]Response from gs@node330:JobMessage was received forwarding it to a resource manager
11:31:57.070 INFO  dcs.group8.client.RunClient 60 gsToClientMessage - My job with id: 8 was succesfully completed by cluster@: 84fb694d-4dfd-498e-93d7-de78dcb6e60c
11:32:05.978 INFO  dcs.group8.client.RunClient 124 gwa - [+] Submitting Job_no: 9 from client_1 to gs@node322
11:32:05.985 INFO  dcs.group8.client.RunClient 128 gwa - [+]Response from gs@node322:JobMessage was received forwarding it to a resource manager
11:32:06.058 INFO  dcs.group8.client.RunClient 60 gsToClientMessage - My job with id: 9 was succesfully completed by cluster@: e4249e0b-1606-484d-8e6d-0e635abedb17
11:32:23.988 INFO  dcs.group8.client.RunClient 124 gwa - [+] Submitting Job_no: 10 from client_1 to gs@node330
11:32:23.996 INFO  dcs.group8.client.RunClient 128 gwa - [+]Response from gs@node330:JobMessage was received forwarding it to a resource manager
11:32:23.998 INFO  dcs.group8.client.RunClient 124 gwa - [+] Submitting Job_no: 11 from client_1 to gs@node322
11:32:24.004 INFO  dcs.group8.client.RunClient 128 gwa - [+]Response from gs@node322:JobMessage was received forwarding it to a resource manager
11:32:24.083 INFO  dcs.group8.client.RunClient 60 gsToClientMessage - My job with id: 10 was succesfully completed by cluster@: 84fb694d-4dfd-498e-93d7-de78dcb6e60c
